,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
696,1839002,https://www.airbnb.com/rooms/1839002,20241129051305,2024-12-01,city scrape,Perfect 2bdr apartment in Palermo,"By the Botanic Garden on one of the most quiet streets of Palermo. Two blocks of the subway and every bus. Plenty of light, big and comfortable rooms and fully equiped. Perfect for couples and great if you have children traveling with you.","This neighborhood is in the middle of Palermo, but in a peaceful and residential part of it. Although shopping centers and restaurants are nearby (5 minutes), also parks where people can make their routines of gym and hiking.",https://a0.muscache.com/pictures/25749840/99cf541f_original.jpg,4755858,https://www.airbnb.com/users/show/4755858,Lupin,2013-01-18,"Atlanta, GA","Argentinean living in the US, traveling the world with my husband and baby girl. I love to visit new places and share this experiences not only with my family but also with my friends around the world. _x000D_
_x000D_
As a host myself, I rent my own apartment back home, I take really good care of the places I rent.",within a day,1.0,0.0,f,https://a0.muscache.com/im/pictures/user/020560b4-e1ea-493a-a67a-69cd1b34a3b9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/020560b4-e1ea-493a-a67a-69cd1b34a3b9.jpg?aki_policy=profile_x_medium,Palermo,1,1,"['email', 'phone', 'work_email']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Palermo,,-34.58417,-58.4143,Entire rental unit,Entire home/apt,3,1.0,1 bath,2.0,2.0,"[""Wifi"", ""Kitchen"", ""Elevator"", ""Essentials"", ""Heating"", ""Hangers"", ""TV"", ""Air conditioning"", ""Hot water"", ""Iron"", ""Washer""]",45427.0,3,1125,3,3,1125,1125,3.0,1125.0,,t,0,3,33,33,2024-12-01,3,0,0,2019-02-10,2019-05-29,4.33,4.33,4.67,5.0,5.0,5.0,4.33,,f,1,1,0,0,0.04
705,1878508,https://www.airbnb.com/rooms/1878508,20241129051305,2024-11-30,city scrape,Quiet & Confortable apt in CaÃ±itas,"Located in a quiet cul de sac, in the prestigious Chenaut Blvd. this deluxe loft has everything you need for a comfortable and relaxing stay.","Las CaÃ±itas, an area well known for the great variety of gourmet restaurants and bars.   Its located in front of the Polo Field and very close to the Palermo Parks, one of the largest green areas in Buenos Aires.<br /><br /><br />",https://a0.muscache.com/pictures/39763925/d11a562d_original.jpg,9704851,https://www.airbnb.com/users/show/9704851,Ivan,2013-10-29,"Buenos Aires, Argentina","I am from Argentina, I work as a photo/Videographer, Love to travel and meet new people from all over the world.",within a day,1.0,0.67,t,https://a0.muscache.com/im/users/9704851/profile_pic/1383076555/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/9704851/profile_pic/1383076555/original.jpg?aki_policy=profile_x_medium,Palermo,1,2,"['email', 'phone']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Palermo,,-34.57131,-58.43121,Entire rental unit,Entire home/apt,3,1.5,1.5 baths,1.0,1.0,"[""TV with standard cable"", ""Wifi"", ""Kitchen"", ""Elevator"", ""Essentials"", ""Heating"", ""Private patio or balcony"", ""Dedicated workspace"", ""Air conditioning"", ""Coffee maker"", ""Free dryer \u2013 In unit""]",50475.0,5,730,5,5,730,730,5.0,730.0,,t,0,28,58,333,2024-11-30,38,5,0,2014-07-24,2024-07-31,4.76,4.82,4.84,4.97,4.87,4.92,4.81,,f,1,1,0,0,0.3
709,1886925,https://www.airbnb.com/rooms/1886925,20241129051305,2024-11-30,city scrape,Comfortable new apartment inPalermo,"It can gather 3 people, very close to bars, supermarkets. It is located above avenue. Building has access to laundry machine, swimmim pool and social area for event","Very good area, on avenue,  close to bars, supermarkets ,restaurants, gyms, bus stops, parks, etc.",https://a0.muscache.com/pictures/26268764/d1b6c6ce_original.jpg,9816285,https://www.airbnb.com/users/show/9816285,Maria Soledad,2013-11-04,"PanamÃ¡, Panama",,within a day,1.0,0.9,t,https://a0.muscache.com/im/pictures/user/eed16291-8999-4c28-ba60-9310418e54b0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/eed16291-8999-4c28-ba60-9310418e54b0.jpg?aki_policy=profile_x_medium,Palermo,1,1,"['email', 'phone']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Palermo,,-34.59276,-58.42739,Entire rental unit,Entire home/apt,3,1.0,1 bath,0.0,2.0,"[""Wifi"", ""Essentials"", ""Hair dryer"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""Host greets you"", ""Kitchen"", ""Elevator"", ""Microwave"", ""Air conditioning"", ""Washer"", ""Refrigerator"", ""Patio or balcony"", ""Oven"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Heating"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Iron"", ""Paid parking off premises"", ""Shampoo"", ""Pool"", ""Coffee maker"", ""Cleaning products""]",25237.0,3,1125,3,3,1125,1125,3.0,1125.0,,t,0,1,26,301,2024-11-30,70,6,0,2014-01-14,2024-05-31,4.77,4.94,4.84,4.94,4.94,4.87,4.79,,f,1,1,0,0,0.53
714,1909548,https://www.airbnb.com/rooms/1909548,20241129051305,2024-11-30,city scrape,Comfy Studio in Palermo.,"A comfy place to stay in Palermo. Located 3 blocks from Av. Santa Fe and 1 block from Av. Scalabrini Ortiz, both with main metro lines and buses. The neighborhood is safe and there are many bars and shops around. We have a swimming pool and grill on the rooftop.","It is one of the greenest areas of Buenos Aires thanks to the presence of the Bosques de Palermo.<br /><br />In addition to being a pleasant area to eat or do some shopping, the Palermo neighborhood has numerous attractions such as restaurants, cafes, design houses, and boutiques.",https://a0.muscache.com/pictures/57068fd1-0516-46c0-be64-e178b104109c.jpg,2967041,https://www.airbnb.com/users/show/2967041,Gabi,2012-07-17,"Buenos Aires, Argentina","Buenos Aires lover. I am an advertiser who loves to travel, share experience and meet people. I write travel reviews for magazines and newspapers.",within a day,0.75,1.0,f,https://a0.muscache.com/im/users/2967041/profile_pic/1423912880/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2967041/profile_pic/1423912880/original.jpg?aki_policy=profile_x_medium,Palermo,1,3,"['email', 'phone']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Palermo,,-34.58739,-58.41988,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Bed linens"", ""Wifi"", ""Essentials"", ""Dryer"", ""Fire extinguisher"", ""Hair dryer"", ""Clothing storage: closet"", ""Mini fridge"", ""Free street parking"", ""Cooking basics"", ""Baking sheet"", ""Kitchen"", ""Laundromat nearby"", ""Elevator"", ""Host greets you"", ""Stainless steel double oven"", ""Smoke alarm"", ""Body soap"", ""Hangers"", ""Air conditioning"", ""Electric stove"", ""Extra pillows and blankets"", ""Washer"", ""Cleaning available during stay"", ""Bidet"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Heating"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Iron"", ""Shampoo"", ""Hot water kettle"", ""Pool"", ""Bathtub"", ""Room-darkening shades"", ""Conditioner"", ""BBQ grill"", ""Cleaning products""]",100949.0,2,1125,2,2,1125,1125,2.0,1125.0,,t,20,50,80,355,2024-11-30,1,0,0,2023-11-06,2023-11-06,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,f,1,1,0,0,0.08
715,1911796,https://www.airbnb.com/rooms/1911796,20241129051305,2024-11-30,city scrape,Discovering Barrancas de Belgrano,,,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTkxMTc5Ng%3D%3D/original/95148ceb-2db2-41b9-b296-95dc00e208df.jpeg,5376877,https://www.airbnb.com/users/show/5376877,Estela,2013-03-08,"Buenos Aires, Argentina","Como anfitriona me esfuerzo por proporcionar una estancia cÃ³moda y memorable para todos mis huÃ©spedes. Mi hogar estÃ¡ perfectamente ubicado, cerca de la Universidad de Belgrano lo que lo convierte en una base ideal para desde allÃ­ explorar la ciudad. Estoy comprometida a ofrecerte una experiencia personalizada, estarÃ© disponible para responder cualquier pregunta y asegurarme de que tengas todo lo que necesitas durante tu estancia. Â¡Nos vemos!",within a day,0.5,0.0,f,https://a0.muscache.com/im/pictures/user/User-5376877/original/5834cb45-8003-429f-b76f-f94855092377.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-5376877/original/5834cb45-8003-429f-b76f-f94855092377.jpeg?aki_policy=profile_x_medium,Belgrano,1,1,"['email', 'phone']",t,t,,Belgrano,,-34.56146,-58.44899,Private room in rental unit,Private room,1,2.0,2 baths,1.0,1.0,"[""Freezer"", ""Wifi"", ""Essentials"", ""Self check-in"", ""Fire extinguisher"", ""Free street parking"", ""Cooking basics"", ""Kitchen"", ""Elevator"", ""Hangers"", ""Air conditioning"", ""Refrigerator"", ""Bidet"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Iron"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Building staff"", ""Room-darkening shades"", ""Dining table""]",17161.0,7,1125,7,7,1125,1125,7.0,1125.0,,t,28,58,88,363,2024-11-30,7,0,0,2014-02-08,2018-07-27,4.86,4.83,5.0,5.0,5.0,4.83,4.67,,f,1,0,1,0,0.05
757,2049645,https://www.airbnb.com/rooms/2049645,20241129051305,2024-11-30,city scrape,La Querencia de Buenos Aires,"In a typical century-old house in Buenos Aires, four bedrooms with private bathrooms, arranged around 2 patios ...<br />The rate varies according to the room (double, triple or quad ...).",,https://a0.muscache.com/pictures/28057114/70317ef1_original.jpg,10505353,https://www.airbnb.com/users/show/10505353,Yann,2013-12-08,"Buenos Aires, Argentina","Je suis franÃ§ais, et je vis Ã  Buenos Aires depuis 14 ans",within a day,1.0,0.0,f,https://a0.muscache.com/im/pictures/user/c7c7ed21-1472-48a7-a1ac-27a14190c83a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c7c7ed21-1472-48a7-a1ac-27a14190c83a.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,Constitucion,,-34.62046,-58.38442,Private room in townhouse,Private room,4,1.0,1 shared bath,1.0,3.0,"[""Bed linens"", ""Wifi"", ""Essentials"", ""Fire extinguisher"", ""Hair dryer"", ""Clothing storage: closet"", ""Mini fridge"", ""Host greets you"", ""Hangers"", ""Microwave"", ""Crib"", ""Private backyard"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""Safe"", ""Hot water"", ""Paid parking off premises"", ""Luggage dropoff allowed"", ""Hot water kettle"", ""Room-darkening shades"", ""Shower gel""]",58637.0,2,1125,2,2,1125,1125,2.0,1125.0,,t,10,27,57,147,2024-11-30,3,0,0,2022-11-02,2022-11-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,3,0,3,0,0.12
770,2094434,https://www.airbnb.com/rooms/2094434,20241129051305,2024-11-30,city scrape,Modern  sunny loft 1 block from Palermo Hollywood,"Why Youâ€™ll Love Staying at this unique Loft in Buenos Aires<br /><br />This loft isnâ€™t just a place to stayâ€”itâ€™s an experience. <br />	â€¢	Perfect Location<br />	â€¢	A Unique Urban Oasis<br />	â€¢	All the Amenities You Need:<br />	â€¢	Ideal for Every Type of Trip<br />	â€¢	A Space with Character<br /><br />This loft is more than just a baseâ€”itâ€™s a place to immerse yourself in the energy, style, and culture of Buenos Aires. Come and see for yourself why itâ€™s the perfect spot to call home!","Palermo neighborhood and adjacents (Colegiales, Chacarita, Palermo Soho and Hollywood), are THE neighborhoods to be in. Easy access to public transportation, subway and a lot of different options to dine, shop and walk. The old and the new are mix together in this friendly and trendy area.",https://a0.muscache.com/pictures/d9f5b7cf-2e38-458b-a6f2-2b3a963f6ee9.jpg,7117219,https://www.airbnb.com/users/show/7117219,Viviana,2013-06-25,"Los Angeles, CA","I have been living in Los Angeles for the last 15 years. I am a sociologist, mother of two kids. Travel is my passion. Welcome to our little oasis!",within a day,1.0,0.8,f,https://a0.muscache.com/im/pictures/user/a5888b85-7238-41fe-b6d3-57773501b127.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a5888b85-7238-41fe-b6d3-57773501b127.jpg?aki_policy=profile_x_medium,Chacarita,1,3,"['email', 'phone']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Chacarita,,-34.58313,-58.44495,Entire loft,Entire home/apt,3,2.0,2 baths,1.0,2.0,"[""Gym"", ""Freezer"", ""Wifi"", ""TV with Apple TV, Fire TV"", ""Washer \u2013\u00a0In building"", ""Hair dryer"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""Host greets you"", ""Kitchen"", ""Elevator"", ""Refrigerator"", ""Oven"", ""Bidet"", ""Dishes and silverware"", ""Heating"", ""AC - split type ductless system"", ""Iron"", ""Wine glasses"", ""Hot water kettle"", ""Pool"", ""Bathtub"", ""Dryer \u2013 In building"", ""Coffee maker"", ""Toaster""]",62730.0,7,1125,7,7,1125,1125,7.0,1125.0,,t,11,32,34,273,2024-11-30,20,1,0,2015-03-08,2024-10-23,4.95,4.89,4.9,4.95,5.0,4.8,4.8,,f,1,1,0,0,0.17
776,2115488,https://www.airbnb.com/rooms/2115488,20241129051305,2024-11-30,city scrape,Â¡LOVELY AND SUNNY FLAT IN BUENOS AIRES!,"Beautiful place, bright and close to everything you want to enjoy Buenos aires",,https://a0.muscache.com/pictures/f5a0c379-7d6a-4515-a277-f77ec3a5f181.jpg,10785270,https://www.airbnb.com/users/show/10785270,Gabriel,2013-12-23,Mexico,,within a day,1.0,0.5,f,https://a0.muscache.com/im/pictures/user/10cd687b-a232-4168-a724-37bead6be6f5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/10cd687b-a232-4168-a724-37bead6be6f5.jpg?aki_policy=profile_x_medium,Almagro,1,1,"['email', 'phone']",t,t,,Almagro,,-34.60122,-58.41747,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""TV with standard cable"", ""Wifi"", ""Essentials"", ""Dryer"", ""Fire extinguisher"", ""Stove"", ""Free street parking"", ""Smoking allowed"", ""Cooking basics"", ""Host greets you"", ""Kitchen"", ""Elevator"", ""Shared pool"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Washer"", ""Refrigerator"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Iron"", ""Paid parking off premises"", ""Private patio or balcony"", ""Coffee maker"", ""BBQ grill""]",30285.0,7,360,7,7,360,360,7.0,360.0,,t,0,0,0,122,2024-11-30,37,4,0,2016-10-23,2024-05-07,4.86,4.78,4.54,4.81,4.89,4.97,4.78,,f,1,1,0,0,0.37
777,2137985,https://www.airbnb.com/rooms/2137985,20241129051305,2024-11-30,city scrape,Nice 2 room apt BA Center,This lovely flat in the heart of the City is yet calm and welcoming. The spaces are open and the atmosphere is welcoming and warm. It can host up to 5 persons and it is perfectly located to visit Buenos-Aires.,"On the border between two very old neighborhoods of Buenos Aires Balvanera and San Nicolas, a few meters from the Palais du CongrÃ¨s de la Nation, at km 0 of the city, these neighborhoods have always been the center of the city's cultural and social events. <br />400 meters from the iconic Corrientes Avenue its theatres, restaurants , 900 meters from the obelisk and 100 meters from Rivadavia Avenue which runs the city from east to west for more than 10 km, 100 meters from the elegant Callao Avenue between Balvanera and San Nicolas.",https://a0.muscache.com/pictures/9125e223-e671-4e63-affb-f97e7a020a33.jpg,10910463,https://www.airbnb.com/users/show/10910463,Gabriela,2013-12-30,"Buenos Aires, Argentina","Voyages amis art dÃ©couvertes bonne humeur et qualitÃ© des relations !_x000D_
",within a day,0.67,0.62,f,https://a0.muscache.com/im/users/10910463/profile_pic/1388419968/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/10910463/profile_pic/1388419968/original.jpg?aki_policy=profile_x_medium,Balvanera,1,4,"['email', 'phone']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Balvanera,,-34.60726,-58.39352,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Free washer \u2013 In unit"", ""Essentials"", ""Fire extinguisher"", ""Hair dryer"", ""Clothing storage: closet"", ""Stove"", ""Cooking basics"", ""Dishwasher"", ""First aid kit"", ""Kitchen"", ""Laundromat nearby"", ""Elevator"", ""Mosquito net"", ""Hangers"", ""Backyard"", ""Air conditioning"", ""Extra pillows and blankets"", ""Refrigerator"", ""Patio or balcony"", ""Oven"", ""Bidet"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Heating"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Iron"", ""Paid parking off premises"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Exterior security cameras on property"", ""Coffee maker: drip coffee maker"", ""Room-darkening shades"", ""Toaster""]",50716.0,2,14,2,2,14,14,2.0,14.0,,t,15,45,75,75,2024-11-30,29,5,0,2015-01-02,2024-04-13,4.62,4.59,4.69,4.93,4.9,4.55,4.59,,f,1,1,0,0,0.24
778,2139552,https://www.airbnb.com/rooms/2139552,20241129051305,2024-11-29,city scrape,American owned in Heart of Buenos Aires,"Apt. close to largest park, Museo de Arte Latinoamericano de Buenos Aires(MALBA), 5 min. cab drive, 15 walk into Recoleta and City Center Youâ€™ll love my place because I am an  American Owner who can help with your trip.  Ideal location in the middle of all the main neighborhoods, 2 balconies, lots of great restaurants nearby; 5 min. cab ride to the national airport. My place is good for couples, solo adventurers, business travelers, families, big groups, and furry friends (pets).",The location is very safe and it is a doorman building. There is a small park (Plaza Alemana) right in front of the building.,https://a0.muscache.com/pictures/e0df539f-294a-48cf-8612-272972a3597c.jpg,10918273,https://www.airbnb.com/users/show/10918273,Stephanie,2013-12-30,,,within a day,0.86,0.5,f,https://a0.muscache.com/im/pictures/user/710ba468-4176-4683-9c3f-9c55998b9823.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/710ba468-4176-4683-9c3f-9c55998b9823.jpg?aki_policy=profile_x_medium,Palermo,2,2,"['email', 'phone']",t,f,"Buenos Aires, Ciudad AutÃ³noma de Buenos Aires, Argentina",Palermo,,-34.57622,-58.40737,Entire rental unit,Entire home/apt,5,2.5,2.5 baths,3.0,3.0,"[""Bed linens"", ""Wifi"", ""Essentials"", ""Pets allowed"", ""Fire extinguisher"", ""Hair dryer"", ""Clothing storage: closet"", ""Cooking basics"", ""First aid kit"", ""Kitchen"", ""Elevator"", ""Mosquito net"", ""Smoke alarm"", ""Hangers"", ""Air conditioning"", ""Extra pillows and blankets"", ""Washer"", ""Refrigerator"", ""Books and reading material"", ""Bidet"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Heating"", ""Dedicated workspace"", ""TV"", ""Hot water"", ""Iron"", ""Sound system"", ""Shampoo"", ""Bathtub"", ""Room-darkening shades"", ""Cleaning products""]",121139.0,13,1125,7,7,1125,1125,7.0,1125.0,,t,13,43,73,348,2024-11-29,9,0,0,2016-12-11,2023-02-17,4.78,5.0,4.78,5.0,4.89,5.0,4.89,,f,1,1,0,0,0.09
779,2145383,https://www.airbnb.com/rooms/2145383,20241129051305,2024-11-30,city scrape,Studio in Downtown Buenos Aires,"32 m2 Studio, fully furnished, 10th floor. Tons of light, quiet. It includes a Queen Size Bed, 32"" Flat TV with Cable TV Service, Internet WiFi, Microwave, Fridge with Freezer, Air Conditioning, Safe, Washing Machine, Table and Cutlery to fully enjoy your stay!","Everything is close. Theaters. Restaurants. Shopping. Supermarkets. Libraries. Historical sites. Transportation. You are in the heart of Buenos Aires, 10 floors above :)",https://a0.muscache.com/pictures/bf401c8a-3abc-46c8-a645-b0c28073dc20.jpg,2130570,https://www.airbnb.com/users/show/2130570,Alejandro,2012-04-13,"Buenos Aires, Argentina",,within a day,0.67,0.85,t,https://a0.muscache.com/im/pictures/user/f57f1d2a-0e4f-4d0f-bffe-0a3507f9d690.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f57f1d2a-0e4f-4d0f-bffe-0a3507f9d690.jpg?aki_policy=profile_x_medium,San NicolÃ¡s,1,1,"['email', 'phone', 'work_email']",t,t,"Buenos Aires, Ciudad AutÃ³noma de Buenos Aires, Argentina",San Nicolas,,-34.60573,-58.39161,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,2.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Essentials"", ""Cleaning products"", ""Fire extinguisher"", ""Hair dryer"", ""Free street parking"", ""Cooking basics"", ""Laundromat nearby"", ""Kitchen"", ""Elevator"", ""Host greets you"", ""Body soap"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Extra pillows and blankets"", ""Washer"", ""Refrigerator"", ""Coffee maker: drip coffee maker, pour-over coffee"", ""Outdoor shower"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Heating"", ""Safe"", ""Dedicated workspace"", ""Stainless steel gas stove"", ""Hot water"", ""Iron"", ""Wine glasses"", ""Shampoo"", ""Hot water kettle"", ""Free dryer \u2013 In unit"", ""Portable fans"", ""Exterior security cameras on property"", ""Paid parking lot off premises"", ""Room-darkening shades"", ""32 inch HDTV with standard cable"", ""Dining table"", ""Shower gel"", ""Toaster""]",18171.0,14,180,14,14,180,180,14.0,180.0,,t,10,16,19,109,2024-11-30,29,5,0,2015-01-29,2024-08-03,4.86,4.86,4.72,4.9,4.86,4.9,4.76,,f,1,1,0,0,0.24
780,2145645,https://www.airbnb.com/rooms/2145645,20241129051305,2024-11-30,city scrape,Luminous big loft in Rivadavia,"Sunny and modern loft centrally located in Rivadavia street, in front of the famous cafe ""Los Angelitos"". It is a 2 story loft with access to a private roof, 2 balconies and a kitchen. It is near a subway line and it has access to many buses lines.","The loft is located in Balvanera, near Congreso. It is a busy neighbourhood full of shops, cafes and restaurants around. There are many offices around and it is a perfect neighbourhood for tourists who want to be near of some of the most interesting attractions from Argentina.",https://a0.muscache.com/pictures/afa1e66c-d52a-4801-8684-5aad87824e1e.jpg,10952770,https://www.airbnb.com/users/show/10952770,Diego Leon,2014-01-01,"Buenos Aires, Argentina", ,within a day,1.0,1.0,f,https://a0.muscache.com/im/pictures/user/7a51406e-9d38-4e66-a214-d7bda1af8c2f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7a51406e-9d38-4e66-a214-d7bda1af8c2f.jpg?aki_policy=profile_x_medium,Balvanera,1,1,"['email', 'phone']",t,t,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Balvanera,,-34.60812,-58.39514,Entire loft,Entire home/apt,3,1.5,1.5 baths,1.0,2.0,"[""Wifi"", ""Essentials"", ""Hair dryer"", ""Cooking basics"", ""Host greets you"", ""Kitchen"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Extra pillows and blankets"", ""Refrigerator"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""Dedicated workspace"", ""TV"", ""Hot water"", ""Paid parking off premises"", ""Luggage dropoff allowed"", ""Shampoo"", ""Coffee maker""]",90854.0,2,1125,2,2,1125,1125,2.0,1125.0,,t,29,59,89,364,2024-11-30,25,0,0,2014-07-18,2018-01-27,4.68,4.67,4.28,4.88,4.96,4.88,4.67,,f,1,1,0,0,0.2
784,2163918,https://www.airbnb.com/rooms/2163918,20241129051305,2024-11-29,city scrape,"Lovely, Luminous and Quiet Studio!!","Lovely, Comfy and Modern Studio....Just ready for a fantastic and very comfortable stay in BA. Near to Palermo (10' walking distance) and yet located on a trendy and very quiet neighbourhood.  Absolutely equipped!!","It's absolutely fantastic to really meet BA. You've all kinds of shops around: supermarket, starbucks, laundry, pharmacy...anything you need in a radio of 2 blocks. And 4 blocks away you've Palermo Outlets to buy local designers clothes and other kind of things.",https://a0.muscache.com/pictures/67409488/a57dcc17_original.jpg,4823812,https://www.airbnb.com/users/show/4823812,Victoria,2013-01-23,"Buenos Aires, Argentina",...,within a day,0.5,0.0,f,https://a0.muscache.com/im/pictures/user/ef7291e1-2423-4cca-a989-de84a4d7cc6e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ef7291e1-2423-4cca-a989-de84a4d7cc6e.jpg?aki_policy=profile_x_medium,Colegiales,2,2,"['email', 'phone']",t,t,"Buenos Aires, Ciudad AutÃ³noma de Buenos Aires, Argentina",Villa Crespo,,-34.59785,-58.44492,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,0.0,1.0,"[""Bed linens"", ""Wifi"", ""Essentials"", ""Dryer"", ""Fire extinguisher"", ""Hair dryer"", ""Cooking basics"", ""First aid kit"", ""Kitchen"", ""Elevator"", ""Hangers"", ""Air conditioning"", ""Extra pillows and blankets"", ""Washer"", ""Refrigerator"", ""Pocket wifi"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Shampoo"", ""Exterior security cameras on property"", ""Private patio or balcony"", ""BBQ grill""]",12114.0,7,1125,7,7,1125,1125,7.0,1125.0,,t,0,0,0,4,2024-11-29,1,0,0,2016-03-22,2016-03-22,5.0,5.0,3.0,5.0,5.0,5.0,4.0,,f,2,2,0,0,0.01
