,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2436,15207276,https://www.airbnb.com/rooms/15207276,20241129051305,2024-11-29,city scrape,"UNIQUE LOFT w/ ROOFTOP GARDEN, PALERMO SOHO","This Loft is not for anyone. A Hippie-chic stylish space, no inner doors, 2nd floor by stairs+1 flight up to your private rooftop paradise-garden.  A newly refurbished Loft in a classical French style mid past century bldg.60 sq mt+ 60 sq mt rooftop garden & warm+cold jacuzzi+yoga space.  1.5 block from Plaza Italia ""D""subway station. Accommodates couples (or up to 3/4 people, for an additional cost) 1 first class queensize box spring bed +comfortable doublesize airmattress.We understand bitcoin","Palermo Soho is the trendiest and hippest neighbourhood in Buenos Aires. Full of beautiful little cafÃ©s, restaurants, street life, designer shops and boutique hotels. Extremely well connected to the rest of the city of Buenos Aires. Beautiful plazas and huge parks, convenience stores, laundry services, groceries, cheese and delicatessen stores as well as medium size and huge supermarkets, hairdressers, all kinds of public transportation services, etc etc are available in the very nearby neighbourhood. <br />Personally I reach most of Buenos Aires by foot. Only every now and then I use the subway,  a bus or Uber or taxi.",https://a0.muscache.com/pictures/01c9282f-5087-4c79-8893-7995fda40d3c.jpg,74550,https://www.airbnb.com/users/show/74550,Martin,2010-01-28,"Mendoza, Argentina","I'm an Architect, living part time at the beach in Ecuador and part time in Mendoza and Buenos Aires, Argentina, and I have organized myself as a digital nomad. 
Spanish, Dutch, English, German, French, Portuguese and Italian spoken. 
Current

I love to treat my guest as friends and show them my cities / towns and provide them with all kind of local information to experience a home kind of stay.",within an hour,1.0,1.0,f,https://a0.muscache.com/im/users/74550/profile_pic/1265582121/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/74550/profile_pic/1265582121/original.jpg?aki_policy=profile_x_medium,Palermo,8,16,"['email', 'phone']",t,t,"Buenos Aires, Ciudad AutÃ³noma de Buenos Aires, Argentina",Palermo,,-34.58167,-58.42281,Entire loft,Entire home/apt,3,1.0,1 bath,2.0,1.0,"[""Bed linens"", ""Freezer"", ""Wifi"", ""Essentials"", ""Cleaning products"", ""Fire extinguisher"", ""Outdoor furniture"", ""Hair dryer"", ""Stove"", ""Sun loungers"", ""Barbecue utensils"", ""Hammock"", ""Cooking basics"", ""Baking sheet"", ""Kitchen"", ""Free street parking"", ""Host greets you"", ""Smoke alarm"", ""Body soap"", ""Hangers"", ""Microwave"", ""Extra pillows and blankets"", ""Refrigerator"", ""49 inch HDTV with Chromecast"", ""Outdoor shower"", ""Clothing storage"", ""Oven"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Heating"", ""Private backyard \u2013 Not fully fenced"", ""Bikes"", ""Long term stays allowed"", ""Safe"", ""Dedicated workspace"", ""Hot water"", ""Iron"", ""Sound system"", ""AC - split type ductless system"", ""Paid parking off premises"", ""Wine glasses"", ""Luggage dropoff allowed"", ""Shampoo"", ""Hot water kettle"", ""Portable fans"", ""Exterior security cameras on property"", ""Carbon monoxide alarm"", ""Private hot tub"", ""Room-darkening shades"", ""Private patio or balcony"", ""Conditioner"", ""Dining table"", ""Coffee maker"", ""BBQ grill"", ""Shower gel"", ""Toaster""]",156471.0,10,1125,10,10,1125,1125,10.0,1125.0,,t,10,23,29,304,2024-11-29,16,1,0,2018-10-29,2023-11-30,5.0,5.0,5.0,5.0,5.0,4.94,4.88,,f,1,1,0,0,0.22
2456,15343370,https://www.airbnb.com/rooms/15343370,20241129051305,2024-11-29,city scrape,Beautiful Bright Modern Studio in Las Canitas!,"Located in one of the best areas in Buenos Aires, this modern bright apartment will make your stay the perfect one! <br /><br />The location is great, really close by to Subway and Buses and main avenues such as Av Del Libertador and Av Luis Maria Campos. Blocks away are University of Belgrano, Palermo Lakes Park, Public Golf Course, Solar de La Abadia Shopping, Trendy Restaurants & Coffee Shops and Chinatown. High speed internet wifi in the apartment and Building with 24 hr Security.","Las CaÃ±itas is a safe upscale district within Belgrano neighborhood and has a good number of Cool Coffee shops and Restaurants, making it unique among all neighborhoods in Buenos Aires. Besides apartment is just blocks away from ''El Solar de La Abadia Shops'' where you can find top branded clothing stores and other.",https://a0.muscache.com/pictures/miso/Hosting-15343370/original/6481bf0a-a68b-458b-ae9c-904cd1b22bfb.jpeg,34008273,https://www.airbnb.com/users/show/34008273,Federico,2015-05-22,"Buenos Aires, Argentina","Hi my name is Federico, I live in Buenos Aires Capital of Argentina. I love to travel to visit new interesting places and meet people from other parts of the world to share cultural experiences. I like to play golf, ride my mountain bike and workout outdoors. I enjoy making my guests feel at home. I try to make the most of each day!",within an hour,1.0,0.8,f,https://a0.muscache.com/im/pictures/user/4f7b8b96-9163-4992-8fc7-a5ff287b9c70.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4f7b8b96-9163-4992-8fc7-a5ff287b9c70.jpg?aki_policy=profile_x_medium,Palermo,1,1,"['email', 'phone']",t,t,"Buenos Aires, Ciudad AutÃ³noma de Buenos Aires, Argentina",Palermo,,-34.56395,-58.43975,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,"[""Bed linens"", ""Freezer"", ""Essentials"", ""Coffee maker: Nespresso"", ""Coffee"", ""Portable air conditioning"", ""Cleaning products"", ""Fire extinguisher"", ""Hair dryer"", ""Mini fridge"", ""Free street parking"", ""Cooking basics"", ""Laundromat nearby"", ""First aid kit"", ""Kitchen"", ""Elevator"", ""Host greets you"", ""Private outdoor pool - available seasonally, open specific hours, rooftop"", ""Smoke alarm"", ""Body soap"", ""Hangers"", ""Microwave"", ""Extra pillows and blankets"", ""Refrigerator"", ""Books and reading material"", ""Clothing storage"", ""Oven"", ""Bidet"", ""Cleaning available during stay"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Iron"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Shampoo"", ""Hot water kettle"", ""Fast wifi \u2013 116 Mbps"", ""Carbon monoxide alarm"", ""Bathtub"", ""Paid parking lot off premises"", ""Room-darkening shades"", ""Private patio or balcony"", ""Conditioner"", ""32 inch HDTV with Netflix, premium cable"", ""Dining table"", ""Baby bath"", ""Shower gel"", ""Toaster""]",45427.0,4,90,4,4,1125,1125,4.0,1125.0,,t,27,57,81,356,2024-11-29,51,7,1,2016-12-07,2024-11-06,4.88,4.9,4.86,5.0,5.0,4.92,4.88,,f,1,1,0,0,0.52
2469,15436655,https://www.airbnb.com/rooms/15436655,20241129051305,2024-12-01,city scrape,Moderno y cÃ³modo departamento en Palermo Soho,"A spacious apartment, fully equipped, in a category building. Two spacious environments, 7mo. Apartment in the counter front, with an open view and very bright.  Located in Palermo Soho, steps from the Los Arcos district and very close to the main restaurants of Palermo Hollywood. Excellent Amenities,  gym, swimming pool, sauna, hydromassage and terrace. 24-hour security. Bed with 2 seats. Spacious placards. Cable TV, WiFi. Kitchen integrated with everything you need. Very close to Subte and Metrobus.","The area is highly recommended since it combines the tranquility of Palermo Soho, with wide, tree-lined streets, with the proximity of the Palermo Hollywood bar and restaurants area, where nightlife is very lively. It is also very close to Plaza Armenia where the main fashion houses will be located.",https://a0.muscache.com/pictures/d59dac49-911b-44fc-8e08-20e3f92d3fe8.jpg,98201660,https://www.airbnb.com/users/show/98201660,Martin,2016-10-05,"Buenos Aires, Argentina","I am a Software Engineer. Living in Buenos Aires, Argentina.",within a day,1.0,1.0,t,https://a0.muscache.com/im/pictures/user/ecc06da2-5ead-4429-aaeb-ee052bb9a2c4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ecc06da2-5ead-4429-aaeb-ee052bb9a2c4.jpg?aki_policy=profile_x_medium,Palermo,1,1,"['email', 'phone', 'work_email']",t,t,"Buenos Aires, Ciudad AutÃ³noma de Buenos Aires, Argentina",Palermo,,-34.58314,-58.42862,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""TV with standard cable"", ""Bed linens"", ""Gym"", ""Wifi"", ""Essentials"", ""Dryer"", ""Self check-in"", ""Hair dryer"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""Host greets you"", ""Kitchen"", ""Elevator"", ""Lockbox"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Washer"", ""Refrigerator"", ""Patio or balcony"", ""Pocket wifi"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Iron"", ""Paid parking off premises"", ""Shared hot tub"", ""Shampoo"", ""Pool"", ""Single level home"", ""Bathtub"", ""Room-darkening shades"", ""Coffee maker""]",49899.0,8,1125,1,8,1125,1125,8.0,1125.0,,t,3,3,3,276,2024-12-01,48,5,1,2016-11-27,2024-11-18,4.85,4.92,4.88,5.0,4.83,4.94,4.88,,f,1,1,0,0,0.49
2475,15467848,https://www.airbnb.com/rooms/15467848,20241129051305,2024-11-29,previous scrape,Modern Apartment in Palermo Hollywood,"Sights: Palermo Hollywood, Niceto Club, Victoria Brown Bar, Rosebar, El Unico, and dozens of bars and restaurants, including Don Julio Parrilla and The Bangalore Pub & Curry House. You'll love my place because of the location, the people, and the ambiance. Lots of nightlife and good access to the whole city. My place is good for couples (up to one child), adventurers, and business travelers.",,https://a0.muscache.com/pictures/65ff3800-981f-4d3f-9a31-e710e3ec8652.jpg,99259777,https://www.airbnb.com/users/show/99259777,Martin,2016-10-11,"Ramos MejÃ­a, Argentina",,,,,f,https://a0.muscache.com/im/pictures/user/54b1b69a-9e79-4251-a7de-fedde21aa465.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/54b1b69a-9e79-4251-a7de-fedde21aa465.jpg?aki_policy=profile_x_medium,Palermo,1,1,"['email', 'phone']",t,f,,Palermo,,-34.58557,-58.44104,Entire condo,Entire home/apt,3,,1 bath,1.0,,"[""TV with standard cable"", ""Gym"", ""Wifi"", ""Kitchen"", ""Elevator"", ""Essentials"", ""Heating"", ""Dryer"", ""Shared pool"", ""Hangers"", ""Air conditioning"", ""Iron"", ""Washer"", ""BBQ grill"", ""Fire extinguisher"", ""Outdoor furniture""]",,3,1125,2,3,1125,1125,2.7,1125.0,,,0,0,0,0,2024-11-29,1,0,0,2017-03-01,2017-03-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.01
2511,15781456,https://www.airbnb.com/rooms/15781456,20241129051305,2024-11-29,city scrape,Big apartment with swimming pool great location!,"This is a great apartment, very well located in a quiet area as well as very near to commercial zone. It's also very well connected by public transportation to any place in Buenos Aires (see below). <br />It's ample and bright and has everything you need for a comfortable stay. Additionally, the building has a swimming pool on the terrace, a bless on those hot days of Buenos Aires summer. <br />As you may see, the appartment is an excellent option for long as well as short stays, for business or tourism.","The appartment is located in a residential area and is also a couple of hundred meters to great commercial zone, making it a quiet place as well as a comfortable destiny where you can find anything you need. 300 hundred meters opposite direction you will find one of the nicest neighbourhoods of Buenos Aires, with huge gorgeous houses, some of them with german style coming from the original owners. Another place of interest within walking distance is the chinatown, 2 kms away.",https://a0.muscache.com/pictures/ef847939-2b3b-493c-9177-906740d3b110.jpg,17868237,https://www.airbnb.com/users/show/17868237,Cecilia,2014-07-09,"Buenos Aires, Argentina",,a few days or more,0.0,0.0,f,https://a0.muscache.com/im/pictures/user/654d422a-12b2-4c7a-912f-1e6157df1eb0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/654d422a-12b2-4c7a-912f-1e6157df1eb0.jpg?aki_policy=profile_x_medium,Belgrano,1,1,"['email', 'phone']",t,t,"Buenos Aires, Ciudad AutÃ³noma de Buenos Aires, Argentina",Belgrano,,-34.56546,-58.46133,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,3.0,"[""Wifi"", ""Essentials"", ""Paid parking on premises"", ""Hair dryer"", ""Free street parking"", ""Cooking basics"", ""Host greets you"", ""Kitchen"", ""Elevator"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Washer"", ""Refrigerator"", ""Patio or balcony"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Iron"", ""Shampoo"", ""Pool""]",60570.0,20,90,20,20,90,90,20.0,90.0,,t,1,1,1,90,2024-11-29,42,0,0,2017-01-03,2020-03-15,4.76,4.9,4.83,4.98,5.0,4.95,4.76,,f,1,1,0,0,0.44
2531,15885227,https://www.airbnb.com/rooms/15885227,20241129051305,2024-11-30,city scrape,Departamento con Excelente vista en Palermo Soho,Relax at this unique and quiet accommodation located in a gastronomic area.,,https://a0.muscache.com/pictures/miso/Hosting-15885227/original/7ecec10a-923b-473f-84b0-eac71f453c3b.jpeg,103013144,https://www.airbnb.com/users/show/103013144,Martin,2016-11-08,"Buenos Aires, Argentina","Hola , mi prioridad es que tengas una estadÃ­a como lo imaginaste. 
Estoy a disposiciÃ³n durante tu estadÃ­a para poder resolverte o ayudarte en lo que pueda.
Me gusta conocer gente y lograr que queden satisfechos .
",within a few hours,1.0,0.8,f,https://a0.muscache.com/im/pictures/user/User-103013144/original/1ff7d105-34df-4324-976a-aad22ddd3be2.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-103013144/original/1ff7d105-34df-4324-976a-aad22ddd3be2.jpeg?aki_policy=profile_x_medium,Palermo,5,5,"['email', 'phone', 'work_email']",t,t,,Palermo,,-34.5900618843039,-58.4351943667094,Entire serviced apartment,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Freezer"", ""Wifi"", ""Essentials"", ""Dryer"", ""Exercise equipment"", ""Shared outdoor pool - available seasonally, open specific hours, rooftop"", ""Fire extinguisher"", ""Hair dryer"", ""Clothing storage: closet"", ""Cooking basics"", ""Host greets you"", ""Kitchen"", ""Elevator"", ""Paid washer \u2013 In building"", ""Body soap"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Refrigerator"", ""City skyline view"", ""Oven"", ""Bidet"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Safe"", ""TV"", ""Dedicated workspace"", ""Hot water"", ""Gas stove"", ""Wine glasses"", ""Radiant heating"", ""Hot water kettle"", ""Single level home"", ""Bathtub"", ""Private patio or balcony"", ""Dining table"", ""Blender"", ""Coffee maker"", ""BBQ grill"", ""Cleaning products""]",55522.0,3,365,3,3,365,365,3.0,365.0,,t,0,14,44,259,2024-11-30,4,2,0,2023-11-13,2024-01-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,5,5,0,0,0.31
2535,15889665,https://www.airbnb.com/rooms/15889665,20241129051305,2024-11-29,previous scrape,"Studio/Recoleta,","Pleasant Ideal for students, professionals, entrepreneurs and tourists.<br /><br />nice studio DESCRIPTION,<br />high floor, opposite, very bright and super quiet.<br />Spacious of 37 m2. Large balcony with a table and 2 chairs.<br /><br />2-seater sommier, dining table w/4 chairs, 2-body 4K T.V. armchair, WIFI, very well equipped integrated kitchen, double-leaf placard, bathroom with Aire Ac hydromassage. Hot/cold.<br /><br />BUILDING WITH AMENITIES<br />* Gym.<br />* Laundry.<br /><br />LOCATION<br />meters from Recoleta Mall and Cemetery.",,https://a0.muscache.com/pictures/miso/Hosting-15889665/original/0933a4ec-f666-45fe-ac5c-08d9104cfb7b.jpeg,103013144,https://www.airbnb.com/users/show/103013144,Martin,2016-11-08,"Buenos Aires, Argentina","Hola , mi prioridad es que tengas una estadÃ­a como lo imaginaste. 
Estoy a disposiciÃ³n durante tu estadÃ­a para poder resolverte o ayudarte en lo que pueda.
Me gusta conocer gente y lograr que queden satisfechos .
",within a few hours,1.0,0.8,f,https://a0.muscache.com/im/pictures/user/User-103013144/original/1ff7d105-34df-4324-976a-aad22ddd3be2.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-103013144/original/1ff7d105-34df-4324-976a-aad22ddd3be2.jpeg?aki_policy=profile_x_medium,Palermo,5,5,"['email', 'phone', 'work_email']",t,t,,Recoleta,,-34.5905,-58.388,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""Bed linens"", ""Wifi"", ""Essentials"", ""Exercise equipment"", ""Coffee"", ""Cooking basics"", ""Kitchen"", ""Body soap"", ""Hangers"", ""Microwave"", ""Air conditioning"", ""Clothing storage: closet and dresser"", ""Extra pillows and blankets"", ""Washer"", ""Refrigerator"", ""Heating - split type ductless system"", ""Oven"", ""Bidet"", ""Dishes and silverware"", ""Dedicated workspace"", ""TV"", ""Hot water"", ""Iron"", ""Bathtub"", ""Private hot tub"", ""Room-darkening shades"", ""Dining table"", ""Cleaning products"", ""Toaster""]",,3,365,3,3,1125,1125,3.0,1125.0,,t,0,0,0,0,2024-11-29,0,0,0,,,,,,,,,,,t,5,5,0,0,
2563,16096012,https://www.airbnb.com/rooms/16096012,20241129051305,2024-11-29,city scrape,Best location for 4 Caballito 50 m2 (Cute&Calm BA),"Cute & lovely apt in the heart of the city, center of Caballito. Very bright<br />NO CABLE SERVICE<br />FULLY equipped 50m2. 1 bedroom, 1 bathroom, separated kitchen and big living room<br /><br />Water, electricity, gas and very good Internet connection. ALL EXPENSES INCLUDED. Air conditioning (hot & cold) <br />Computer that works with the LED TV. Very Convenient<br />NO CABLE SERVICE; channels are reached through pc (living room)<br /><br />Super close to many bus stops and A line of the metro, pubs, restaurants, malls and parks","The neighborhood is located in the geographic center of the city. The apartment is one block from the intersection of two important avenues, so it is not unsafe. The area has numerous walking bars and restaurants, banks, cafes, kiosks, shopping malls (Caballito Shopping, Village Cinemas), parks (Rivadavia Park, Centenario Park), cinemas (Village Cinemark), fairs, etc. One block away from Av Rivadavia with Av Acoyte. Clean & bright place.",https://a0.muscache.com/pictures/c30ea8f4-c55a-469a-931b-10de5c6fedc2.jpg,65928941,https://www.airbnb.com/users/show/65928941,Cecilia,2016-04-05,"Buenos Aires, Argentina",,within a day,1.0,0.29,f,https://a0.muscache.com/im/pictures/user/b2f4632d-ce0c-4b9f-b3a4-5353f24dadfe.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b2f4632d-ce0c-4b9f-b3a4-5353f24dadfe.jpg?aki_policy=profile_x_medium,Caballito,2,3,"['email', 'phone']",t,t,"Buenos Aires, Ciudad AutÃ³noma de Buenos Aires, Argentina",Caballito,,-34.61826,-58.43857,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,3.0,"[""Bed linens"", ""Wifi"", ""Essentials"", ""Paid parking on premises"", ""Stove"", ""Free street parking"", ""Cooking basics"", ""Host greets you"", ""Kitchen"", ""Elevator"", ""Hangers"", ""Air conditioning"", ""Extra pillows and blankets"", ""Washer"", ""Refrigerator"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Iron"", ""Paid parking off premises"", ""Ethernet connection"", ""Room-darkening shades"", ""Coffee maker""]",29275.0,30,120,30,30,120,120,30.0,120.0,,t,8,28,58,58,2024-11-29,46,1,0,2016-12-19,2024-02-04,4.46,4.46,4.28,4.67,4.74,4.91,4.57,,f,1,1,0,0,0.48
2588,16211954,https://www.airbnb.com/rooms/16211954,20241129051305,2024-11-30,city scrape,"3 - New, cozy, spacious 1 Bd 1.5ba apt in Palermo","Located in a cool area of Palermo Hollywood, you will be full of choices when it comes to shopping, sightseeing and dining out. <br /><br />1 Bedroom, 1.5 bathroom apt. ideal  for a couple. <br />A lot of light especially in the afternoon.","Palermo neighborhood is considered to be the most vibrant and exciting area of Buenos Aires. Our area is quiet, you can walk around at night with no problem.<br />It is just a few blocks from restaurants and bars. We really enjoy walking around the neighborhood for dining out.",https://a0.muscache.com/pictures/e67eac9f-5c88-496b-89d5-e7f44e721d6a.jpg,48064803,https://www.airbnb.com/users/show/48064803,Federico,2015-11-03,Argentina,"Soy Fede Harrington. 
Ayudo a propietarios a administrar las reservas en sus casas y trabajo con un gran equipo que se ocupa de que la experiencia de los viajeros en Buenos Aires sea excelente.",within an hour,1.0,1.0,t,https://a0.muscache.com/im/pictures/user/db06cb2c-022a-44c9-9cd9-63200d04338f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/db06cb2c-022a-44c9-9cd9-63200d04338f.jpg?aki_policy=profile_x_medium,Palermo,110,131,"['email', 'phone']",t,t,"Buenos Aires, Bu, Argentina",Palermo,,-34.57605,-58.43752,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,"[""Wifi"", ""Free washer \u2013 In unit"", ""Essentials"", ""Self check-in"", ""HDTV with Netflix"", ""Hair dryer"", ""Free street parking"", ""Cooking basics"", ""Kitchen"", ""Elevator"", ""Lockbox"", ""Smoke alarm"", ""Hangers"", ""Refrigerator"", ""City skyline view"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Iron"", ""AC - split type ductless system"", ""Paid parking garage off premises"", ""Shampoo"", ""Single level home"", ""Carbon monoxide alarm"", ""Private patio or balcony"", ""Coffee maker""]",65910.0,2,65,2,14,1125,1125,8.1,1125.0,,t,19,49,79,354,2024-11-30,42,7,1,2016-12-28,2024-11-20,4.88,4.86,4.86,4.9,4.93,4.86,4.71,,t,81,81,0,0,0.44
2657,16576345,https://www.airbnb.com/rooms/16576345,20241129051305,2024-11-29,previous scrape,Cozy aparment in Palermo,"Luxury apartment in Palermo, meters from Avenida Santa Fe (metro access). The location is excellent, it is in the heart of Palermo, near Plaza Italia, Zoologico, La Rural, 5 minutes from Plaza Serrano on foot. Just 15 minutes by car from the airport or departure terminal and 45 minutes from Ezeiza International Airport.",,https://a0.muscache.com/pictures/6bfff59b-2e32-4e84-812f-be9b202904fa.jpg,109237729,https://www.airbnb.com/users/show/109237729,Martin,2016-12-31,,,,,,f,https://a0.muscache.com/im/pictures/user/8780c392-ced7-478b-95a2-5d40c3935a31.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8780c392-ced7-478b-95a2-5d40c3935a31.jpg?aki_policy=profile_x_medium,Palermo,1,1,"['email', 'phone']",t,f,,Palermo,,-34.58399,-58.42053,Entire rental unit,Entire home/apt,4,,1 bath,1.0,,"[""Smoking allowed"", ""Wifi"", ""Kitchen"", ""Elevator"", ""Essentials"", ""Heating"", ""Hangers"", ""TV"", ""Air conditioning"", ""Shampoo"", ""Fire extinguisher"", ""Hair dryer""]",,8,1125,8,8,1125,1125,8.0,1125.0,,,0,0,0,0,2024-11-29,1,0,0,2017-04-01,2017-04-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.01
2716,16946927,https://www.airbnb.com/rooms/16946927,20241129051305,2024-11-30,city scrape,"New Polo tower, lovely and cozy studio!!","This is a new and bright apartment in the heart of Palermo/Las CaÃ±itas. Where you can find the nearest attractions and great nightlife with nice pleople. Sorrounded by bars, restorants and shops.<br />Perfect place to enjoy BA with your partner and those who travel for work!<br />5 minutes or less walk to metro and bus stops.<br />Near to the US Embassy, Argentinian Polo, Spanish Monument, and more...<br /><br />Great views to the Argentinian Polo and parks.<br /><br />Equipped with Free Wifi, elevator, swimming pool and loundry.",,https://a0.muscache.com/pictures/b06d8a1e-a426-4d6d-8956-fec478938067.jpg,3330756,https://www.airbnb.com/users/show/3330756,Cecilia,2012-08-21,"Buenos Aires, Argentina","Hola! Hello! Soy Argentina. Vivo en Buenos Aires!_x000D_
Me gusta viajar y conocer linda gente..",within an hour,1.0,1.0,t,https://a0.muscache.com/im/users/3330756/profile_pic/1346448116/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3330756/profile_pic/1346448116/original.jpg?aki_policy=profile_x_medium,Palermo,1,1,"['email', 'phone']",t,t,,Palermo,,-34.567955,-58.432297,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""TV with standard cable"", ""Bed linens"", ""Freezer"", ""Wifi"", ""Essentials"", ""Dryer"", ""Fire extinguisher"", ""Hair dryer"", ""Clothing storage: closet"", ""Free street parking"", ""Cooking basics"", ""Host greets you"", ""Kitchen"", ""Elevator"", ""Smoke alarm"", ""Body soap"", ""Hangers"", ""Shared pool"", ""Air conditioning"", ""Extra pillows and blankets"", ""Washer"", ""Refrigerator"", ""Oven"", ""Bidet"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Heating"", ""Window guards"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Iron"", ""Shampoo"", ""Hot water kettle"", ""Bathtub"", ""Private entrance"", ""Room-darkening shades"", ""Private patio or balcony"", ""Coffee maker"", ""Cleaning products"", ""Toaster""]",35766.0,2,90,2,2,90,90,2.0,90.0,,t,23,53,83,83,2024-11-30,123,8,2,2017-05-19,2024-11-17,4.79,4.85,4.75,4.88,4.88,4.93,4.8,,f,1,1,0,0,1.34
2722,16980617,https://www.airbnb.com/rooms/16980617,20241129051305,2024-11-29,previous scrape,"High ceiling studio, heart of Palermo Hollywood","My place is located in the heart of Palermo Hollywood, one of the most vibrant and stylish neighborhood in Buenos Aires. It is nice to walk around at any time, as there are plenty of  design and brand shops, restaurants and bars. It is less than 10' walk to Palermo subway and train station, as well as to most of the bus lines. We also are 20' walk from Palermo Woods. <br /><br />The apartment is ideal for couples or solo adventurers on holidays or looking for long term rentals.",,https://a0.muscache.com/pictures/e38cfb67-f98f-4d38-b74f-7affe6fb8a53.jpg,16105034,https://www.airbnb.com/users/show/16105034,Martin,2014-05-28,"Puntarenas Province, Costa Rica","Born and raised in Buenos Aires, Argentina. 

Since 2014, I've stablished myself in Santa Teresa, Costa Rica, where we founded Believe Surf & Yoga. The aim was to transmit our passion with others: Surfing, yoga and healthy food.

As from August 2021, we manage Nautilus Surf & Yoga Villas, an ideal spot for surfers and yogis looking for the comfort of an entire place in a community of small villas, walking distance to the beach. 

",within an hour,1.0,1.0,t,https://a0.muscache.com/im/pictures/user/75d4bfd8-d9f7-4a20-a929-2dbae7a66bcb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/75d4bfd8-d9f7-4a20-a929-2dbae7a66bcb.jpg?aki_policy=profile_x_medium,Palermo,5,32,"['phone', 'work_email']",t,t,,Palermo,,-34.58039,-58.43283,Entire rental unit,Entire home/apt,2,,1.5 baths,1.0,,"[""Free street parking"", ""Cooking basics"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""Essentials"", ""Heating"", ""Private entrance"", ""Elevator"", ""Building staff"", ""Self check-in"", ""Hangers"", ""Dedicated workspace"", ""TV"", ""Air conditioning"", ""Hot water""]",,5,360,5,5,360,360,5.0,360.0,,t,0,0,0,0,2024-11-29,6,0,0,2018-01-03,2020-03-27,4.67,4.33,4.5,4.5,5.0,5.0,4.67,,f,3,3,0,0,0.07
